#    L    TT             EE             TE             PP             TP          
   267   0.532929E+04   0.352506E+01   0.841491E+02   0.215850E+07  -0.228791E+04
   268   0.530604E+04   0.363293E+01   0.855999E+02   0.214762E+07  -0.226610E+04
   269   0.528223E+04   0.374290E+01   0.870328E+02   0.213683E+07  -0.224458E+04
   270   0.525815E+04   0.385507E+01   0.884476E+02   0.212611E+07  -0.222333E+04
   271   0.523359E+04   0.396936E+01   0.898444E+02   0.211548E+07  -0.220236E+04
   272   0.520876E+04   0.408609E+01   0.912157E+02   0.210493E+07  -0.218165E+04
   273   0.518344E+04   0.420467E+01   0.925764E+02   0.209445E+07  -0.216122E+04
   274   0.515778E+04   0.432571E+01   0.939042E+02   0.208406E+07  -0.214105E+04
   275   0.513170E+04   0.444870E+01   0.952212E+02   0.207375E+07  -0.212115E+04
   276   0.510535E+04   0.457387E+01   0.965053E+02   0.206351E+07  -0.210150E+04
   277   0.507850E+04   0.470123E+01   0.977787E+02   0.205335E+07  -0.208211E+04
   278   0.505138E+04   0.483072E+01   0.990190E+02   0.204327E+07  -0.206297E+04
   279   0.502391E+04   0.496227E+01   0.100234E+03   0.203326E+07  -0.204408E+04
   280   0.499610E+04   0.509590E+01   0.101438E+03   0.202332E+07  -0.202543E+04
   281   0.496808E+04   0.523169E+01   0.102609E+03   0.201346E+07  -0.200703E+04
   282   0.493956E+04   0.536935E+01   0.103754E+03   0.200368E+07  -0.198887E+04
   283   0.491084E+04   0.550911E+01   0.104873E+03   0.199396E+07  -0.197094E+04
   284   0.488184E+04   0.565092E+01   0.105967E+03   0.198432E+07  -0.195324E+04
   285   0.485256E+04   0.579479E+01   0.107035E+03   0.197474E+07  -0.193578E+04
   286   0.482292E+04   0.594056E+01   0.108070E+03   0.196524E+07  -0.191854E+04
   287   0.479301E+04   0.608827E+01   0.109086E+03   0.195580E+07  -0.190152E+04
   288   0.476288E+04   0.623791E+01   0.110070E+03   0.194644E+07  -0.188473E+04
   289   0.473247E+04   0.638942E+01   0.111027E+03   0.193714E+07  -0.186815E+04
   290   0.470184E+04   0.654267E+01   0.111959E+03   0.192791E+07  -0.185178E+04
   291   0.467101E+04   0.669840E+01   0.112849E+03   0.191874E+07  -0.183562E+04
   292   0.463966E+04   0.685552E+01   0.113722E+03   0.190964E+07  -0.181968E+04
   293   0.460840E+04   0.701367E+01   0.114554E+03   0.190060E+07  -0.180393E+04
   294   0.457678E+04   0.717433E+01   0.115367E+03   0.189163E+07  -0.178839E+04
   295   0.454516E+04   0.733604E+01   0.116139E+03   0.188272E+07  -0.177304E+04
   296   0.451317E+04   0.750028E+01   0.116886E+03   0.187387E+07  -0.175788E+04
   297   0.448104E+04   0.766485E+01   0.117606E+03   0.186508E+07  -0.174292E+04
   298   0.444862E+04   0.783199E+01   0.118286E+03   0.185635E+07  -0.172815E+04
   299   0.441612E+04   0.800095E+01   0.118932E+03   0.184769E+07  -0.171356E+04
   300   0.438340E+04   0.817026E+01   0.119544E+03   0.183908E+07  -0.169915E+04
   301   0.435054E+04   0.834143E+01   0.120131E+03   0.183053E+07  -0.168491E+04
   302   0.431760E+04   0.851371E+01   0.120691E+03   0.182203E+07  -0.167086E+04
   303   0.428451E+04   0.868786E+01   0.121210E+03   0.181360E+07  -0.165698E+04
   304   0.425127E+04   0.886389E+01   0.121688E+03   0.180522E+07  -0.164327E+04
   305   0.421796E+04   0.904031E+01   0.122139E+03   0.179690E+07  -0.162974E+04
   306   0.418450E+04   0.921788E+01   0.122556E+03   0.178863E+07  -0.161638E+04
   307   0.415097E+04   0.939660E+01   0.122931E+03   0.178042E+07  -0.160319E+04
   308   0.411736E+04   0.957798E+01   0.123286E+03   0.177226E+07  -0.159016E+04
   309   0.408375E+04   0.975904E+01   0.123592E+03   0.176416E+07  -0.157731E+04
   310   0.405000E+04   0.994054E+01   0.123870E+03   0.175611E+07  -0.156462E+04
   311   0.401624E+04   0.101247E+02   0.124106E+03   0.174812E+07  -0.155209E+04
   312   0.398248E+04   0.103086E+02   0.124314E+03   0.174018E+07  -0.153973E+04
