#    L    TT             EE             BB             TE          
   210    0.74176E+01    0.16696E-01    0.11858E-01    0.75874E-01
   211    0.74417E+01    0.16483E-01    0.11862E-01    0.70284E-01
   212    0.74610E+01    0.16290E-01    0.11870E-01    0.64601E-01
   213    0.74754E+01    0.16116E-01    0.11883E-01    0.58834E-01
   214    0.74852E+01    0.15960E-01    0.11901E-01    0.52995E-01
   215    0.74903E+01    0.15823E-01    0.11923E-01    0.47092E-01
   216    0.74910E+01    0.15703E-01    0.11949E-01    0.41135E-01
   217    0.74872E+01    0.15600E-01    0.11979E-01    0.35134E-01
   218    0.74792E+01    0.15513E-01    0.12012E-01    0.29100E-01
   219    0.74669E+01    0.15442E-01    0.12049E-01    0.23041E-01
   220    0.74506E+01    0.15387E-01    0.12089E-01    0.16968E-01
   221    0.74303E+01    0.15347E-01    0.12131E-01    0.10890E-01
   222    0.74061E+01    0.15321E-01    0.12176E-01    0.48171E-02
   223    0.73781E+01    0.15309E-01    0.12224E-01   -0.12405E-02
   224    0.73464E+01    0.15310E-01    0.12273E-01   -0.72732E-02
   225    0.73111E+01    0.15325E-01    0.12324E-01   -0.13271E-01
   226    0.72723E+01    0.15352E-01    0.12377E-01   -0.19225E-01
   227    0.72302E+01    0.15390E-01    0.12431E-01   -0.25124E-01
   228    0.71848E+01    0.15440E-01    0.12486E-01   -0.30959E-01
   229    0.71362E+01    0.15501E-01    0.12542E-01   -0.36720E-01
   230    0.70845E+01    0.15572E-01    0.12599E-01   -0.42398E-01
   231    0.70298E+01    0.15653E-01    0.12655E-01   -0.47982E-01
   232    0.69723E+01    0.15744E-01    0.12712E-01   -0.53462E-01
   233    0.69120E+01    0.15843E-01    0.12769E-01   -0.58829E-01
   234    0.68490E+01    0.15950E-01    0.12825E-01   -0.64073E-01
   235    0.67835E+01    0.16066E-01    0.12881E-01   -0.69185E-01
   236    0.67155E+01    0.16188E-01    0.12935E-01   -0.74153E-01
   237    0.66451E+01    0.16318E-01    0.12988E-01   -0.78969E-01
   238    0.65725E+01    0.16453E-01    0.13040E-01   -0.83623E-01
   239    0.64977E+01    0.16595E-01    0.13091E-01   -0.88105E-01
   240    0.64208E+01    0.16741E-01    0.13139E-01   -0.92405E-01
   241    0.63420E+01    0.16893E-01    0.13185E-01   -0.96513E-01
   242    0.62613E+01    0.17049E-01    0.13229E-01   -0.10042E+00
   243    0.61789E+01    0.17208E-01    0.13270E-01   -0.10411E+00
   244    0.60948E+01    0.17370E-01    0.13308E-01   -0.10759E+00
