#    L    TT             EE             TE             PP             TP          
   143   0.405684E+04   0.104809E+01  -0.434986E+02   0.325797E+07   0.407315E+04
   144   0.408962E+04   0.104616E+01  -0.436699E+02   0.323783E+07   0.403336E+04
   145   0.412225E+04   0.104388E+01  -0.438200E+02   0.321786E+07   0.399415E+04
   146   0.415495E+04   0.104102E+01  -0.439489E+02   0.319805E+07   0.395550E+04
   147   0.418728E+04   0.103782E+01  -0.440551E+02   0.317841E+07   0.391741E+04
   148   0.421946E+04   0.103411E+01  -0.441401E+02   0.315893E+07   0.387984E+04
   149   0.425157E+04   0.102999E+01  -0.442026E+02   0.313962E+07   0.384281E+04
   150   0.428338E+04   0.102551E+01  -0.442402E+02   0.312047E+07   0.380628E+04
   151   0.431505E+04   0.102061E+01  -0.442561E+02   0.310147E+07   0.377026E+04
   152   0.434643E+04   0.101521E+01  -0.442487E+02   0.308264E+07   0.373472E+04
   153   0.437767E+04   0.100946E+01  -0.442159E+02   0.306396E+07   0.369967E+04
   154   0.440868E+04   0.100336E+01  -0.441597E+02   0.304545E+07   0.366509E+04
   155   0.443947E+04   0.996911E+00  -0.440795E+02   0.302708E+07   0.363097E+04
   156   0.446990E+04   0.990111E+00  -0.439753E+02   0.300888E+07   0.359731E+04
   157   0.450025E+04   0.982959E+00  -0.438456E+02   0.299083E+07   0.356410E+04
   158   0.453030E+04   0.975531E+00  -0.436910E+02   0.297293E+07   0.353132E+04
   159   0.456005E+04   0.967676E+00  -0.435117E+02   0.295518E+07   0.349897E+04
   160   0.458958E+04   0.959543E+00  -0.433061E+02   0.293758E+07   0.346704E+04
   161   0.461888E+04   0.951207E+00  -0.430757E+02   0.292014E+07   0.343553E+04
   162   0.464788E+04   0.942518E+00  -0.428205E+02   0.290284E+07   0.340442E+04
   163   0.467673E+04   0.933550E+00  -0.425390E+02   0.288569E+07   0.337370E+04
   164   0.470513E+04   0.924377E+00  -0.422327E+02   0.286868E+07   0.334337E+04
   165   0.473337E+04   0.914925E+00  -0.418993E+02   0.285183E+07   0.331341E+04
   166   0.476131E+04   0.905342E+00  -0.415403E+02   0.283511E+07   0.328382E+04
   167   0.478902E+04   0.895404E+00  -0.411565E+02   0.281854E+07   0.325460E+04
   168   0.481628E+04   0.885484E+00  -0.407457E+02   0.280211E+07   0.322572E+04
   169   0.484323E+04   0.875282E+00  -0.403077E+02   0.278583E+07   0.319718E+04
   170   0.486987E+04   0.865022E+00  -0.398442E+02   0.276968E+07   0.316898E+04
   171   0.489606E+04   0.854704E+00  -0.393528E+02   0.275367E+07   0.314111E+04
   172   0.492186E+04   0.844253E+00  -0.388351E+02   0.273781E+07   0.311354E+04
   173   0.494721E+04   0.833669E+00  -0.382910E+02   0.272207E+07   0.308629E+04
   174   0.497224E+04   0.823248E+00  -0.377206E+02   0.270648E+07   0.305933E+04
   175   0.499689E+04   0.812693E+00  -0.371230E+02   0.269102E+07   0.303267E+04
